%OpenBCI Raw EEG Data
%
%Sample Rate = 250.0 Hz
%First Column = SampleIndex
%Other Columns = EEG data in microvolts
40531, 65.38, -60.57, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
40532, 65.22, -50.34, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
40533, 68.37, -51.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
40532, 65.22, -50.34, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
40533, 68.37, -51.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1, 2195.25, 1235.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2, 1894.85, 1068.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3, 2665.98, 1594.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4, 3258.64, 1968.83, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5, 3038.16, 1803.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 2515.17, 1489.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 2389.74, 1409.77, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8, 2660.39, 1573.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 2867.62, 1705.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 2792.45, 1652.91, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11, 2618.28, 1567.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12, 2574.79, 1533.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13, 2646.89, 1564.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14, 2692.56, 1595.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15, 2676.44, 1589.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16, 2639.90, 1592.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
